part_index,part_name,measure_number,abs_measure_index,staff,voice,beat,beat_pos,offset_ql_in_measure,start_ql,duration_ql,pitch_name,midi,global_beat
0,Score,30,29,2,,1,0.333,1.000,88.000,2.000,E3,52,73
0,Score,30,29,2,,1,0.333,1.000,88.000,2.000,A3,57,73
0,Score,30,29,2,,1,0.333,1.000,88.000,2.000,D4,62,73
0,Score,31,30,1,,1,0.000,0.000,90.000,2.000,D5,74,74
0,Score,31,30,2,,1,0.000,0.000,90.000,3.000,D2,38,74
0,Score,31,30,2,,1,0.667,1.000,91.000,2.000,C3,48,75
0,Score,31,30,2,,1,0.667,1.000,91.000,2.000,F#3,54,75
0,Score,31,30,2,,1,0.667,1.000,91.000,2.000,A3,57,75
0,Score,31,30,2,,1,0.667,1.000,91.000,2.000,D4,62,75
0,Score,31,30,1,,2,0.333,2.000,92.000,1.000,D5,74,76
0,Score,32,31,1,,1,0.000,0.000,93.000,3.000,G5,79,77
0,Score,32,31,2,,1,0.000,0.000,93.000,3.000,E2,40,77
0,Score,32,31,2,,1,0.333,1.000,94.000,2.000,B3,59,78
0,Score,32,31,2,,1,0.333,1.000,94.000,2.000,E4,64,78
0,Score,32,31,2,,1,0.333,1.000,94.000,2.000,G4,67,78
0,Score,33,32,1,,1,0.000,0.000,96.000,3.000,F#5,78,79
0,Score,33,32,2,,1,0.000,0.000,96.000,3.000,F#2,42,79
0,Score,33,32,2,,1,0.333,1.000,97.000,2.000,A3,57,80
0,Score,33,32,2,,1,0.333,1.000,97.000,2.000,C#4,61,80
0,Score,33,32,2,,1,0.333,1.000,97.000,2.000,F#4,66,80
0,Score,34,33,1,,1,0.000,0.000,99.000,1.000,B4,71,81
0,Score,34,33,2,,1,0.000,0.000,99.000,3.000,B1,35,81
0,Score,34,33,1,,2,0.000,1.000,100.000,1.000,A4,69,82
0,Score,34,33,2,,2,0.000,1.000,100.000,2.000,B3,59,82
0,Score,34,33,2,,2,0.000,1.000,100.000,2.000,D4,62,82
0,Score,34,33,2,,2,0.000,1.000,100.000,2.000,F#4,66,82
0,Score,34,33,1,,3,0.000,2.000,101.000,1.000,B4,71,83
0,Score,35,34,1,,1,0.000,0.000,102.000,1.000,C#5,73,84
0,Score,35,34,2,,1,0.000,0.000,102.000,3.000,E2,40,84
0,Score,35,34,1,,2,0.000,1.000,103.000,1.000,D5,74,85
0,Score,35,34,2,,2,0.000,1.000,103.000,2.000,C#4,61,85
0,Score,35,34,2,,2,0.000,1.000,103.000,2.000,E4,64,85
0,Score,35,34,2,,2,0.000,1.000,103.000,2.000,A4,69,85
0,Score,35,34,1,,3,0.000,2.000,104.000,1.000,E5,76,86
0,Score,36,35,1,,1,0.000,0.000,105.000,1.000,C#5,73,87
0,Score,36,35,2,,1,0.000,0.000,105.000,3.000,E2,40,87
0,Score,36,35,1,,2,0.000,1.000,106.000,1.000,D5,74,88
0,Score,36,35,2,,2,0.000,1.000,106.000,2.000,A3,57,88
0,Score,36,35,2,,2,0.000,1.000,106.000,2.000,C#4,61,88
0,Score,36,35,2,,2,0.000,1.000,106.000,2.000,F#4,66,88
0,Score,36,35,2,,2,0.000,1.000,106.000,2.000,A4,69,88
0,Score,36,35,1,,3,0.000,2.000,107.000,1.000,E5,76,89
0,Score,37,36,1,,1,0.000,0.000,108.000,3.000,F#4,66,90
0,Score,37,36,2,,1,0.000,0.000,108.000,3.000,E2,40,90
0,Score,37,36,1,,2,0.000,1.000,109.000,1.000,A3,57,91
0,Score,37,36,1,,2,0.000,1.000,109.000,1.000,D4,62,91
0,Score,37,36,2,,2,0.000,1.000,109.000,1.000,B2,47,91
0,Score,37,36,1,,3,0.000,2.000,110.000,1.000,B3,59,92
0,Score,37,36,1,,3,0.000,2.000,110.000,1.000,D4,62,92
0,Score,37,36,1,,3,0.000,2.000,110.000,1.000,G4,67,92
0,Score,37,36,2,,3,0.000,2.000,110.000,1.000,E3,52,92
0,Score,38,37,1,,1,0.000,0.000,111.000,3.000,C4,60,93
0,Score,38,37,1,,1,0.000,0.000,111.000,3.000,E4,64,93
0,Score,38,37,1,,1,0.000,0.000,111.000,3.000,A4,69,93
0,Score,38,37,1,,1,0.000,0.000,111.000,3.000,C5,72,93
0,Score,38,37,2,,1,0.000,0.000,111.000,3.000,A2,45,93
0,Score,38,37,2,,1,0.000,0.000,111.000,3.000,G3,55,93
0,Score,39,38,1,,1,0.000,0.000,114.000,3.000,D4,62,94
0,Score,39,38,1,,1,0.000,0.000,114.000,3.000,F#4,66,94
0,Score,39,38,1,,1,0.000,0.000,114.000,3.000,A4,69,94
0,Score,39,38,1,,1,0.000,0.000,114.000,3.000,D5,74,94
0,Score,39,38,2,,1,0.000,0.000,114.000,3.000,D2,38,94
0,Score,39,38,2,,1,0.000,0.000,114.000,3.000,A2,45,94
0,Score,39,38,2,,1,0.000,0.000,114.000,3.000,D3,50,94
0,Score,40,39,2,,1,0.000,0.000,117.000,3.000,G2,43,95
0,Score,40,39,2,,1,0.333,1.000,118.000,2.000,B3,59,96
0,Score,40,39,2,,1,0.333,1.000,118.000,2.000,D4,62,96
0,Score,40,39,2,,1,0.333,1.000,118.000,2.000,F#4,66,96
0,Score,41,40,2,,1,0.000,0.000,120.000,3.000,D2,38,97
0,Score,41,40,2,,1,0.333,1.000,121.000,2.000,A3,57,98
0,Score,41,40,2,,1,0.333,1.000,121.000,2.000,C#4,61,98
0,Score,41,40,2,,1,0.333,1.000,121.000,2.000,F#4,66,98
0,Score,42,41,2,,1,0.000,0.000,123.000,3.000,G2,43,99
0,Score,42,41,2,,1,0.333,1.000,124.000,2.000,B3,59,100
0,Score,42,41,2,,1,0.333,1.000,124.000,2.000,D4,62,100
0,Score,42,41,2,,1,0.333,1.000,124.000,2.000,F#4,66,100
0,Score,43,42,2,,1,0.000,0.000,126.000,3.000,D2,38,101
0,Score,43,42,2,,1,0.333,1.000,127.000,2.000,A3,57,102
0,Score,43,42,2,,1,0.333,1.000,127.000,2.000,C#4,61,102
0,Score,43,42,2,,1,0.333,1.000,127.000,2.000,F#4,66,102
0,Score,44,43,2,,1,0.000,0.000,129.000,3.000,G2,43,103
0,Score,44,43,1,,1,0.667,1.000,130.000,1.000,F#5,78,104
0,Score,44,43,2,,1,0.667,1.000,130.000,2.000,B3,59,104
0,Score,44,43,2,,1,0.667,1.000,130.000,2.000,D4,62,104
0,Score,44,43,2,,1,0.667,1.000,130.000,2.000,F#4,66,104
0,Score,44,43,1,,2,0.333,2.000,131.000,1.000,A5,81,105
0,Score,45,44,1,,1,0.000,0.000,132.000,1.000,G5,79,106
0,Score,45,44,2,,1,0.000,0.000,132.000,3.000,D2,38,106
0,Score,45,44,1,,2,0.000,1.000,133.000,1.000,F#5,78,107
0,Score,45,44,2,,2,0.000,1.000,133.000,2.000,A3,57,107
0,Score,45,44,2,,2,0.000,1.000,133.000,2.000,C#4,61,107
0,Score,45,44,2,,2,0.000,1.000,133.000,2.000,F#4,66,107
0,Score,45,44,1,,3,0.000,2.000,134.000,1.000,C#5,73,108
0,Score,46,45,1,,1,0.000,0.000,135.000,1.000,B4,71,109
0,Score,46,45,2,,1,0.000,0.000,135.000,3.000,G2,43,109
0,Score,46,45,1,,2,0.000,1.000,136.000,1.000,C#5,73,110
0,Score,46,45,2,,2,0.000,1.000,136.000,2.000,B3,59,110
0,Score,46,45,2,,2,0.000,1.000,136.000,2.000,D4,62,110
0,Score,46,45,2,,2,0.000,1.000,136.000,2.000,F#4,66,110
0,Score,46,45,1,,3,0.000,2.000,137.000,1.000,D5,74,111
0,Score,47,46,1,,1,0.000,0.000,138.000,3.000,A4,69,112
0,Score,47,46,2,,1,0.000,0.000,138.000,3.000,D2,38,112
0,Score,47,46,2,,1,0.333,1.000,139.000,2.000,A3,57,113
0,Score,47,46,2,,1,0.333,1.000,139.000,2.000,C#4,61,113
0,Score,47,46,2,,1,0.333,1.000,139.000,2.000,F#4,66,113
0,Score,48,47,1,,1,0.000,0.000,141.000,3.000,F#4,66,114
0,Score,48,47,2,,1,0.000,0.000,141.000,3.000,G2,43,114
